polygon1_name,polygon2_name,mean_colocation,release_date
Northamptonshire,Coventry,6.319568215898968e-6,2020-11-03
Northamptonshire,Oxfordshire,5.960370387259228e-6,2020-11-03
Northamptonshire,Luton,5.102514352860649e-6,2020-11-03
Northamptonshire,Leicestershire,4.9932930254443295e-6,2020-11-03
Northumberland,North Tyneside,6.230302104216518e-5,2020-11-03
Northumberland,Newcastle upon Tyne,5.629477305572419e-5,2020-11-03
Northumberland,Gateshead,3.2001127775438864e-5,2020-11-03
Northumberland,South Tyneside,1.7251719681019743e-5,2020-11-03
Northumberland,Scottish Borders,1.434964077161031e-5,2020-11-03
Northumberland,Sunderland,1.139080108417693e-5,2020-11-03
Northumberland,Durham,7.283976805950018e-6,2020-11-03
Northumberland,Hartlepool,3.440928064665465e-6,2020-11-03
Northumberland,Darlington,3.0043620189133544e-6,2020-11-03
Northumberland,Cumbria,2.5445240420682905e-6,2020-11-03
Nottingham,Nottinghamshire,8.38247494229971e-5,2020-11-03
Nottingham,Derbyshire,2.0053501851037848e-5,2020-11-03
Nottingham,Derby,1.954270143962278e-5,2020-11-03
Nottingham,Leicestershire,1.1068813390075307e-5,2020-11-03
Nottingham,Leicester,6.238529014140946e-6,2020-11-03
Nottingham,Lincolnshire,3.58360179477553e-6,2020-11-03
Nottingham,Sheffield,2.589146337594509e-6,2020-11-03
Nottingham,Birmingham,1.5906703684231012e-6,2020-11-03
Nottingham,Staffordshire,1.5403775456358086e-6,2020-11-03
Nottingham,Coventry,1.3076045193345517e-6,2020-11-03
Nottinghamshire,Nottingham,8.38247494229971e-5,2020-11-03
Nottinghamshire,Derbyshire,2.6265382355346295e-5,2020-11-03
Nottinghamshire,Derby,1.2417628079877158e-5,2020-11-03
Nottinghamshire,Lincolnshire,7.4760231863590455e-6,2020-11-03
Nottinghamshire,Doncaster,6.438433492000956e-6,2020-11-03
Nottinghamshire,Rotherham,5.7986747384677855e-6,2020-11-03
Nottinghamshire,Leicestershire,4.852839089756549e-6,2020-11-03
Nottinghamshire,Sheffield,4.135064888499996e-6,2020-11-03
Nottinghamshire,Leicester,2.393405953294616e-6,2020-11-03
Nottinghamshire,Rutland,2.365467290514198e-6,2020-11-03
Oldham,Rochdale,9.204585678369463e-5,2020-11-03
Oldham,Tameside,6.92269741697856e-5,2020-11-03
Oldham,Manchester,5.661235149345233e-5,2020-11-03
Oldham,Salford,2.5557577053331127e-5,2020-11-03
Oldham,Bury,2.5292642169552693e-5,2020-11-03
Oldham,Stockport,2.360546225830419e-5,2020-11-03
Oldham,Trafford,1.8479491933437254e-5,2020-11-03
Oldham,Bolton,9.151234914408807e-6,2020-11-03
Oldham,Calderdale,6.93531851367747e-6,2020-11-03
Oldham,Wigan,6.100443746576014e-6,2020-11-03
Oxfordshire,Reading,2.0900554048662085e-5,2020-11-03
Oxfordshire,Buckinghamshire,1.4890734884282586e-5,2020-11-03
Oxfordshire,Swindon,1.3325209957793696e-5,2020-11-03
Oxfordshire,West Berkshire,1.0102860000307817e-5,2020-11-03
Oxfordshire,Wokingham,7.43065289888832e-6,2020-11-03
Oxfordshire,Windsor and Maidenhead,6.15305510470001e-6,2020-11-03
Oxfordshire,Northamptonshire,5.960370387259228e-6,2020-11-03
Oxfordshire,Milton Keynes,4.9221317525335145e-6,2020-11-03
Oxfordshire,Warwickshire,4.639325998247205e-6,2020-11-03
Oxfordshire,Slough,4.206654179446062e-6,2020-11-03
Pembrokeshire,Carmarthenshire,2.9230034654494392e-5,2020-11-03
Pembrokeshire,Ceredigion,2.1696101769681448e-5,2020-11-03
Pembrokeshire,Neath Port Talbot,3.863379766209089e-6,2020-11-03
Pembrokeshire,Swansea,3.759753489971954e-6,2020-11-03
Pembrokeshire,Scottish Borders,2.5447109741210234e-6,2020-11-03
Pembrokeshire,Powys,1.9187034707987347e-6,2020-11-03
Pembrokeshire,Somerset,1.625609627677216e-6,2020-11-03
Pembrokeshire,Argyll and Bute,1.338085400947968e-6,2020-11-03
Pembrokeshire,Bristol,1.2941545009726887e-6,2020-11-03
Pembrokeshire,Herefordshire,1.1733163294403867e-6,2020-11-03
Perthshire and Kinross,Dundee,7.45267908753893e-5,2020-11-03
Perthshire and Kinross,Angus,3.5806748187888295e-5,2020-11-03
Perthshire and Kinross,Stirling,2.217233026490031e-5,2020-11-03
Perthshire and Kinross,Fife,1.9822022564745534e-5,2020-11-03
Perthshire and Kinross,Clackmannanshire,1.1031773983323968e-5,2020-11-03
Perthshire and Kinross,Edinburgh,6.209341671274885e-6,2020-11-03
Perthshire and Kinross,Aberdeen,5.81606072870725e-6,2020-11-03
Perthshire and Kinross,Falkirk,5.577852177419331e-6,2020-11-03
Perthshire and Kinross,Highland,5.239274367028148e-6,2020-11-03
Perthshire and Kinross,West Lothian,4.197080085219894e-6,2020-11-03
Peterborough,Cambridgeshire,5.69702901705181e-5,2020-11-03
Peterborough,Rutland,5.1405212753493574e-5,2020-11-03
Peterborough,Lincolnshire,2.5129410531333377e-5,2020-11-03
Peterborough,Northamptonshire,8.179372518353108e-6,2020-11-03
Peterborough,Norfolk,4.788697043232852e-6,2020-11-03
Peterborough,Bedfordshire,2.9682913552453652e-6,2020-11-03
Peterborough,Leicester,2.3109748247959655e-6,2020-11-03
Peterborough,Suffolk,1.5371258707933915e-6,2020-11-03
Peterborough,Central Bedfordshire,1.4345711106438876e-6,2020-11-03
Peterborough,Slough,1.3787749545812974e-6,2020-11-03
Plymouth,Cornwall,4.368499697650237e-5,2020-11-03
Plymouth,Devon,3.866610998967201e-5,2020-11-03
Plymouth,Torbay,2.5337878588786293e-5,2020-11-03
Plymouth,Bath and North East Somerset,3.6770103544368693e-6,2020-11-03
Plymouth,Somerset,3.0240596340260474e-6,2020-11-03
Plymouth,Bristol,2.547065222442834e-6,2020-11-03
Plymouth,South Gloucestershire,2.544556938017692e-6,2020-11-03
Plymouth,Poole,2.1557504672200725e-6,2020-11-03
Plymouth,North Somerset,1.8734544748977679e-6,2020-11-03
Plymouth,Dorset,1.711225745219138e-6,2020-11-03
Poole,Bournemouth,3.509548765442163e-4,2020-11-03
Poole,Dorset,1.2550257804746202e-4,2020-11-03
Poole,Southampton,1.481031362440715e-5,2020-11-03
Poole,Hampshire,7.0598929980734845e-6,2020-11-03
Poole,Wiltshire,5.598991412500104e-6,2020-11-03
Poole,Bath and North East Somerset,4.134994968820026e-6,2020-11-03
Poole,Torbay,3.939513346743845e-6,2020-11-03
Poole,Portsmouth,3.371395788546576e-6,2020-11-03
Poole,Somerset,2.234386677482665e-6,2020-11-03
Poole,Plymouth,2.1557504672200725e-6,2020-11-03
Portsmouth,Hampshire,7.675515636628648e-5,2020-11-03
Portsmouth,Southampton,3.882405236075827e-5,2020-11-03
Portsmouth,West Sussex,1.8697126742808693e-5,2020-11-03
Portsmouth,Isle of Wight,1.3353393446017854e-5,2020-11-03
Portsmouth,Brighton and Hove,5.8199382115486755e-6,2020-11-03
Portsmouth,Bournemouth,4.197355960867077e-6,2020-11-03
Portsmouth,Reading,3.8112735154191763e-6,2020-11-03
Portsmouth,Poole,3.371395788546576e-6,2020-11-03
Portsmouth,Dorset,3.3515282159674696e-6,2020-11-03
Portsmouth,Surrey,3.095814918394671e-6,2020-11-03
Powys,Shropshire,3.586345291481636e-5,2020-11-03
Powys,Ceredigion,3.3892634806448395e-5,2020-11-03
Powys,Herefordshire,2.27756880021359e-5,2020-11-03
Powys,Monmouthshire,1.4189197927101449e-5,2020-11-03
Powys,Neath Port Talbot,1.1799239797938081e-5,2020-11-03
Powys,Merthyr Tydfil,9.628525574746926e-6,2020-11-03
Powys,Telford and Wrekin,8.523532801238258e-6,2020-11-03
Powys,Blaenau Gwent,6.812466742815565e-6,2020-11-03
Powys,Swansea,5.527376220486132e-6,2020-11-03
Powys,Carmarthenshire,4.735767875599882e-6,2020-11-03
Reading,Wokingham,3.157950318418031e-4,2020-11-03
Reading,West Berkshire,1.989165300688182e-4,2020-11-03
Reading,Bracknell Forest,6.98782075678068e-5,2020-11-03
Reading,Windsor and Maidenhead,4.0414479049355905e-5,2020-11-03
Reading,Slough,2.3451821292612284e-5,2020-11-03
Reading,Oxfordshire,2.0900554048662085e-5,2020-11-03
Reading,Hampshire,1.1184097586236072e-5,2020-11-03
Reading,Swindon,9.921586645072996e-6,2020-11-03
Reading,Buckinghamshire,6.913990654286825e-6,2020-11-03
Reading,Surrey,4.47654340431463e-6,2020-11-03
Redcar and Cleveland,Middlesbrough,2.1402507616994862e-4,2020-11-03
Redcar and Cleveland,Stockton-on-Tees,7.812842317094976e-5,2020-11-03
Redcar and Cleveland,Darlington,2.2488545072735817e-5,2020-11-03
Redcar and Cleveland,Hartlepool,2.1781796771809413e-5,2020-11-03
Redcar and Cleveland,North Yorkshire,1.567721193542001e-5,2020-11-03
Redcar and Cleveland,Durham,6.828827437512604e-6,2020-11-03
Redcar and Cleveland,York,4.599116701051519e-6,2020-11-03
Redcar and Cleveland,Sunderland,3.623260163963001e-6,2020-11-03
Redcar and Cleveland,North Tyneside,3.3898127556289668e-6,2020-11-03
Redcar and Cleveland,Gateshead,3.2024219800766274e-6,2020-11-03
Renfrewshire,East Renfrewshire,7.659086630930897e-5,2020-11-03
Renfrewshire,Glasgow,6.716969903206561e-5,2020-11-03
Renfrewshire,Inverclyde,5.856203581565966e-5,2020-11-03
Renfrewshire,West Dunbartonshire,4.9198795620958966e-5,2020-11-03
Renfrewshire,North Ayrshire,2.9274766111185285e-5,2020-11-03
Renfrewshire,East Dunbartonshire,2.6424742324221294e-5,2020-11-03
Renfrewshire,South Lanarkshire,1.923004873831825e-5,2020-11-03
Renfrewshire,North Lanarkshire,1.6572083962385787e-5,2020-11-03
Renfrewshire,East Ayrshire,1.615929426608162e-5,2020-11-03
Renfrewshire,Argyll and Bute,1.59881959555033e-5,2020-11-03
"Rhondda, Cynon, Taff",Merthyr Tydfil,7.00826419532215e-5,2020-11-03
"Rhondda, Cynon, Taff",Cardiff,5.214825048892825e-5,2020-11-03
"Rhondda, Cynon, Taff",Bridgend,3.059707484473435e-5,2020-11-03
"Rhondda, Cynon, Taff",Vale of Glamorgan,3.048758433038509e-5,2020-11-03
"Rhondda, Cynon, Taff",Caerphilly,2.8634901257575925e-5,2020-11-03
"Rhondda, Cynon, Taff",Neath Port Talbot,1.3142389252282244e-5,2020-11-03
"Rhondda, Cynon, Taff",Blaenau Gwent,1.2975898450973877e-5,2020-11-03
"Rhondda, Cynon, Taff",Newport,1.2441993386400115e-5,2020-11-03
"Rhondda, Cynon, Taff",Torfaen,9.04093569046835e-6,2020-11-03
"Rhondda, Cynon, Taff",Swansea,6.13734421689912e-6,2020-11-03
Rochdale,Oldham,9.204585678369463e-5,2020-11-03
Rochdale,Bury,7.639322317919562e-5,2020-11-03
Rochdale,Manchester,4.79689266026016e-5,2020-11-03
Rochdale,Tameside,2.3378896629233092e-5,2020-11-03
Rochdale,Salford,2.298401369344794e-5,2020-11-03
Rochdale,Trafford,1.9373038970166472e-5,2020-11-03
Rochdale,Stockport,1.4163432660121519e-5,2020-11-03
Rochdale,Bolton,1.2288570094664166e-5,2020-11-03
Rochdale,Calderdale,1.0382282785769493e-5,2020-11-03
Rochdale,Lancashire,9.037320583324025e-6,2020-11-03
Rotherham,Sheffield,5.7894342595115144e-5,2020-11-03
Rotherham,Barnsley,4.200970977915402e-5,2020-11-03
Rotherham,Doncaster,3.720320423182249e-5,2020-11-03
Rotherham,Nottinghamshire,5.7986747384677855e-6,2020-11-03
Rotherham,Wakefield,5.558633380626773e-6,2020-11-03
Rotherham,Derbyshire,5.420662615763923e-6,2020-11-03
Rotherham,York,3.0017949497333886e-6,2020-11-03
Rotherham,Leeds,2.984146233265882e-6,2020-11-03
Rotherham,North Lincolnshire,2.9078006578800855e-6,2020-11-03
Rotherham,North Yorkshire,2.3822231420213174e-6,2020-11-03
Rutland,Peterborough,5.1405212753493574e-5,2020-11-03
Rutland,Leicestershire,2.368823326607668e-5,2020-11-03
Rutland,Leicester,2.3610153746435728e-5,2020-11-03
Rutland,Lincolnshire,1.830599266161053e-5,2020-11-03
Rutland,Northamptonshire,1.5072543730756192e-5,2020-11-03
Rutland,Cambridgeshire,5.516650167553016e-6,2020-11-03
Rutland,Coventry,3.588024143809417e-6,2020-11-03
Rutland,North Lincolnshire,2.4736066564735028e-6,2020-11-03
Rutland,Nottinghamshire,2.365467290514198e-6,2020-11-03
Rutland,Norfolk,1.982939355930598e-6,2020-11-03
Saint Helens,Knowsley,8.695760780110025e-5,2020-11-03
Saint Helens,Warrington,7.085434532228368e-5,2020-11-03
Saint Helens,Halton,4.675483813883103e-5,2020-11-03
Saint Helens,Wigan,3.862621986952384e-5,2020-11-03
Saint Helens,Sefton,1.677087736809881e-5,2020-11-03
Saint Helens,Trafford,7.54923459000539e-6,2020-11-03
Saint Helens,Salford,6.889517429029281e-6,2020-11-03
Saint Helens,Wirral,6.759842403570484e-6,2020-11-03
Saint Helens,Bolton,5.7313001250491745e-6,2020-11-03
Saint Helens,Cheshire West and Chester,5.204425542048928e-6,2020-11-03
Salford,Manchester,1.0185582063285126e-4,2020-11-03
Salford,Trafford,7.333609424244293e-5,2020-11-03
Salford,Bolton,5.562779372475766e-5,2020-11-03
Salford,Bury,5.3778414245825494e-5,2020-11-03
Salford,Wigan,3.148403984289961e-5,2020-11-03
Salford,Tameside,2.666039771784636e-5,2020-11-03
Salford,Oldham,2.5557577053331127e-5,2020-11-03
Salford,Stockport,2.418795121312684e-5,2020-11-03
Salford,Rochdale,2.298401369344794e-5,2020-11-03
Salford,Warrington,1.6754363643447673e-5,2020-11-03
Sandwell,Dudley,1.0082164253797475e-4,2020-11-03
Sandwell,Walsall,6.0814669536208015e-5,2020-11-03
Sandwell,Birmingham,5.918912052520975e-5,2020-11-03
Sandwell,Wolverhampton,4.557866846021108e-5,2020-11-03
Sandwell,Solihull,1.852583652698577e-5,2020-11-03
Sandwell,Worcestershire,1.0304534472764307e-5,2020-11-03
Sandwell,Staffordshire,7.758771962756965e-6,2020-11-03
Sandwell,Coventry,6.045740318137813e-6,2020-11-03
Sandwell,Telford and Wrekin,5.898067209137133e-6,2020-11-03
Sandwell,Warwickshire,4.536143814148729e-6,2020-11-03
Scottish Borders,Midlothian,3.278594822665758e-5,2020-11-03
Scottish Borders,East Lothian,2.2417567247072765e-5,2020-11-03
Scottish Borders,Northumberland,1.434964077161031e-5,2020-11-03
Scottish Borders,Edinburgh,1.2984846311033768e-5,2020-11-03
Scottish Borders,West Lothian,6.164914570605861e-6,2020-11-03
Scottish Borders,Dumfries and Galloway,3.3120522145641473e-6,2020-11-03
Scottish Borders,Falkirk,3.057559393616103e-6,2020-11-03
Scottish Borders,East Renfrewshire,2.950145565379195e-6,2020-11-03
Scottish Borders,Perthshire and Kinross,2.789936926884605e-6,2020-11-03
Scottish Borders,Fife,2.5972204460720467e-6,2020-11-03
Sefton,Knowsley,5.784196267446631e-5,2020-11-03
Sefton,Wirral,1.9431939179288356e-5,2020-11-03
Sefton,Saint Helens,1.677087736809881e-5,2020-11-03
Sefton,Halton,1.2237694902509672e-5,2020-11-03
Sefton,Lancashire,1.1365558903869283e-5,2020-11-03
Sefton,Warrington,8.561288806303256e-6,2020-11-03
Sefton,Wigan,7.084653477150099e-6,2020-11-03
Sefton,Cheshire West and Chester,4.227896197294278e-6,2020-11-03
Sefton,Blackpool,3.771424943442017e-6,2020-11-03
Sefton,Salford,3.1954910090808036e-6,2020-11-03
Sheffield,Rotherham,5.7894342595115144e-5,2020-11-03
Sheffield,Barnsley,2.7971232588157288e-5,2020-11-03
Sheffield,Derbyshire,1.355162698540319e-5,2020-11-03
Sheffield,Doncaster,1.1368274522463208e-5,2020-11-03
Sheffield,Nottinghamshire,4.135064888499996e-6,2020-11-03
Sheffield,Wakefield,3.878641279427963e-6,2020-11-03
Sheffield,Nottingham,2.589146337594509e-6,2020-11-03
Sheffield,Kirklees,2.5058910341811358e-6,2020-11-03
Sheffield,Derby,2.4733250624111995e-6,2020-11-03
Sheffield,North Lincolnshire,2.287017099188313e-6,2020-11-03
Shetland Islands,Orkney Islands,5.839756345868399e-6,2020-11-03
Shetland Islands,Stockport,3.5206085152683636e-6,2020-11-03
Shetland Islands,Aberdeen,1.7280305177893124e-6,2020-11-03
Shetland Islands,Glasgow,1.6086278520251967e-6,2020-11-03
Shetland Islands,Renfrewshire,1.4412445135872868e-6,2020-11-03
Shetland Islands,East Dunbartonshire,8.740424250113811e-7,2020-11-03
Shetland Islands,East Ayrshire,8.557287431425701e-7,2020-11-03
Shetland Islands,West Dunbartonshire,6.777575461396779e-7,2020-11-03
Shetland Islands,Aberdeenshire,6.131089226552846e-7,2020-11-03
Shetland Islands,North Lanarkshire,4.4607576381742863e-7,2020-11-03
Shropshire,Telford and Wrekin,7.359678516556033e-5,2020-11-03
Shropshire,Powys,3.586345291481636e-5,2020-11-03
Shropshire,Wrexham,2.4919548790368404e-5,2020-11-03
Shropshire,Herefordshire,1.2616328403323279e-5,2020-11-03
Shropshire,Wolverhampton,1.0965624406119894e-5,2020-11-03
Shropshire,Dudley,6.405503719737166e-6,2020-11-03
Shropshire,Cheshire East,5.3289481762476896e-6,2020-11-03
Shropshire,Worcestershire,5.1222932409942965e-6,2020-11-03
Shropshire,Cheshire West and Chester,4.815060060769722e-6,2020-11-03
Shropshire,Staffordshire,4.0100842739844445e-6,2020-11-03
Slough,Windsor and Maidenhead,2.0068767800680644e-4,2020-11-03
Slough,Buckinghamshire,5.863592489462891e-5,2020-11-03
Slough,Bracknell Forest,4.229922929729098e-5,2020-11-03
Slough,Reading,2.3451821292612284e-5,2020-11-03
Slough,Wokingham,2.1203244771266058e-5,2020-11-03
Slough,Surrey,1.3327106206677218e-5,2020-11-03
Slough,Greater London,1.240250046005643e-5,2020-11-03
Slough,West Berkshire,1.041473212875207e-5,2020-11-03
Slough,Luton,7.795867525499834e-6,2020-11-03
Slough,Hertfordshire,4.593257855234788e-6,2020-11-03
Solihull,Birmingham,8.967694281965454e-5,2020-11-03
Solihull,Warwickshire,1.965436657813544e-5,2020-11-03
Solihull,Sandwell,1.852583652698577e-5,2020-11-03
Solihull,Coventry,1.766855712779547e-5,2020-11-03
Solihull,Worcestershire,1.0114609034990885e-5,2020-11-03
Solihull,Walsall,8.916661168018937e-6,2020-11-03
Solihull,Dudley,8.703435266223248e-6,2020-11-03
Solihull,Wolverhampton,7.042989275260893e-6,2020-11-03
Solihull,Staffordshire,5.637411550967984e-6,2020-11-03
Solihull,Brighton and Hove,2.287640193501276e-6,2020-11-03
Somerset,North Somerset,2.9226761477202983e-5,2020-11-03
Somerset,Bath and North East Somerset,2.175048965893078e-5,2020-11-03
Somerset,Dorset,1.8002011075190378e-5,2020-11-03
Somerset,Bristol,1.0868112066529877e-5,2020-11-03
Somerset,Devon,9.955112382045212e-6,2020-11-03
Somerset,South Gloucestershire,7.670187794008682e-6,2020-11-03
Somerset,Wiltshire,7.191470412874985e-6,2020-11-03
Somerset,Torbay,4.80287649674416e-6,2020-11-03
Somerset,Monmouthshire,3.3236112627172847e-6,2020-11-03
Somerset,Bournemouth,3.164748003332138e-6,2020-11-03
South Ayrshire,East Ayrshire,1.5185788285980347e-4,2020-11-03
South Ayrshire,North Ayrshire,6.795503793324001e-5,2020-11-03
South Ayrshire,Glasgow,1.5117939815454952e-5,2020-11-03
South Ayrshire,East Renfrewshire,1.3128718758910027e-5,2020-11-03
South Ayrshire,Renfrewshire,1.2034801895023525e-5,2020-11-03
South Ayrshire,Dumfries and Galloway,1.0201847984694268e-5,2020-11-03
South Ayrshire,South Lanarkshire,8.688967541809579e-6,2020-11-03
South Ayrshire,North Lanarkshire,5.180509986105322e-6,2020-11-03
South Ayrshire,West Dunbartonshire,5.025035871678454e-6,2020-11-03
South Ayrshire,East Dunbartonshire,4.38368897703575e-6,2020-11-03
South Gloucestershire,Bristol,1.9725176603432003e-4,2020-11-03
South Gloucestershire,Bath and North East Somerset,5.855805926307616e-5,2020-11-03
South Gloucestershire,North Somerset,3.952601980176827e-5,2020-11-03
South Gloucestershire,Newport,2.2233570955501033e-5,2020-11-03
South Gloucestershire,Monmouthshire,1.967364568866481e-5,2020-11-03
South Gloucestershire,Gloucestershire,1.0885331011365109e-5,2020-11-03
South Gloucestershire,Wiltshire,8.714711761930813e-6,2020-11-03
South Gloucestershire,Somerset,7.670187794008682e-6,2020-11-03
South Gloucestershire,Torbay,7.18863968566542e-6,2020-11-03
South Gloucestershire,Swindon,5.908731726295726e-6,2020-11-03
South Lanarkshire,Glasgow,5.360379092589031e-5,2020-11-03
South Lanarkshire,North Lanarkshire,4.761755594261353e-5,2020-11-03
South Lanarkshire,East Renfrewshire,3.0298954556675728e-5,2020-11-03
South Lanarkshire,East Dunbartonshire,2.17480198625412e-5,2020-11-03
South Lanarkshire,Renfrewshire,1.923004873831825e-5,2020-11-03
South Lanarkshire,West Dunbartonshire,1.3390375103402599e-5,2020-11-03
South Lanarkshire,Inverclyde,1.0349962741518355e-5,2020-11-03
South Lanarkshire,East Ayrshire,1.0224775500137476e-5,2020-11-03
South Lanarkshire,West Lothian,9.801322052336335e-6,2020-11-03
South Lanarkshire,South Ayrshire,8.688967541809579e-6,2020-11-03
South Tyneside,Sunderland,7.1614820934875e-5,2020-11-03
South Tyneside,Gateshead,6.870561667105003e-5,2020-11-03
South Tyneside,Newcastle upon Tyne,5.0710660687100414e-5,2020-11-03
South Tyneside,North Tyneside,3.733461914817898e-5,2020-11-03
South Tyneside,Northumberland,1.7251719681019743e-5,2020-11-03
South Tyneside,Durham,1.7240405664659438e-5,2020-11-03
South Tyneside,Hartlepool,8.238730106723561e-6,2020-11-03
South Tyneside,Stockton-on-Tees,4.34974661365147e-6,2020-11-03
South Tyneside,Darlington,3.3308846131615323e-6,2020-11-03
South Tyneside,Middlesbrough,3.2492672851545e-6,2020-11-03
Southampton,Hampshire,7.226195929898867e-5,2020-11-03
Southampton,Portsmouth,3.882405236075827e-5,2020-11-03
Southampton,Bournemouth,2.3846657936270666e-5,2020-11-03
Southampton,Poole,1.481031362440715e-5,2020-11-03
Southampton,Dorset,1.1860596755555114e-5,2020-11-03
Southampton,Isle of Wight,1.1500179965852469e-5,2020-11-03
Southampton,Wiltshire,9.142059931363627e-6,2020-11-03
Southampton,West Berkshire,6.721835371882645e-6,2020-11-03
Southampton,Brighton and Hove,4.259378511061212e-6,2020-11-03
Southampton,West Sussex,3.9092423484739205e-6,2020-11-03
Southend-on-Sea,Essex,5.203753041269187e-5,2020-11-03
Southend-on-Sea,Thurrock,3.80515312097577e-5,2020-11-03
Southend-on-Sea,Greater London,5.242975892929103e-6,2020-11-03
Southend-on-Sea,Medway,3.25436229266519e-6,2020-11-03
Southend-on-Sea,Kent,2.094226799363924e-6,2020-11-03
Southend-on-Sea,Hertfordshire,1.985316443210532e-6,2020-11-03
Southend-on-Sea,Suffolk,1.8145073325536911e-6,2020-11-03
Southend-on-Sea,Brighton and Hove,1.0477326396993319e-6,2020-11-03
Southend-on-Sea,Buckinghamshire,1.0219183120640597e-6,2020-11-03
Southend-on-Sea,Central Bedfordshire,9.610423166339537e-7,2020-11-03
Staffordshire,Stoke-on-Trent,6.71762412013561e-5,2020-11-03
Staffordshire,Wolverhampton,2.701712772254898e-5,2020-11-03
Staffordshire,Walsall,2.3964769144942455e-5,2020-11-03
Staffordshire,Derby,1.254676401186968e-5,2020-11-03
Staffordshire,Cheshire East,9.752507490557252e-6,2020-11-03
Staffordshire,Birmingham,7.992233327848783e-6,2020-11-03
Staffordshire,Dudley,7.872415732425575e-6,2020-11-03
Staffordshire,Derbyshire,7.859175790660339e-6,2020-11-03
Staffordshire,Telford and Wrekin,7.854275215828784e-6,2020-11-03
Staffordshire,Sandwell,7.758771962756965e-6,2020-11-03
Stirling,Clackmannanshire,2.4974418431725535e-4,2020-11-03
Stirling,Falkirk,8.671533016004743e-5,2020-11-03
Stirling,Perthshire and Kinross,2.217233026490031e-5,2020-11-03
Stirling,East Dunbartonshire,1.3468356905506016e-5,2020-11-03
Stirling,Edinburgh,1.0494378878510056e-5,2020-11-03
Stirling,Glasgow,1.0331451667506454e-5,2020-11-03
Stirling,West Lothian,9.690319489718309e-6,2020-11-03
Stirling,North Lanarkshire,9.617091144118985e-6,2020-11-03
Stirling,Fife,8.271165673844685e-6,2020-11-03
Stirling,South Lanarkshire,8.145226440823631e-6,2020-11-03
Stockport,Manchester,8.211305185359038e-5,2020-11-03
Stockport,Tameside,6.580801420445087e-5,2020-11-03
Stockport,Trafford,3.46176947078743e-5,2020-11-03
Stockport,Salford,2.418795121312684e-5,2020-11-03
Stockport,Oldham,2.360546225830419e-5,2020-11-03
Stockport,Cheshire East,2.1142950104741723e-5,2020-11-03
Stockport,Rochdale,1.4163432660121519e-5,2020-11-03
Stockport,Bury,1.137505673129043e-5,2020-11-03
Stockport,Bolton,6.576915732563489e-6,2020-11-03
Stockport,Wigan,6.0225911024490595e-6,2020-11-03
Stockton-on-Tees,Middlesbrough,1.660331141602714e-4,2020-11-03
Stockton-on-Tees,Hartlepool,8.169668003393945e-5,2020-11-03
Stockton-on-Tees,Redcar and Cleveland,7.812842317094976e-5,2020-11-03
Stockton-on-Tees,Darlington,6.089913177822981e-5,2020-11-03
Stockton-on-Tees,Durham,1.5318678748615673e-5,2020-11-03
Stockton-on-Tees,North Yorkshire,9.582305605033444e-6,2020-11-03
Stockton-on-Tees,Sunderland,7.449934994489846e-6,2020-11-03
Stockton-on-Tees,Newcastle upon Tyne,6.325318475873765e-6,2020-11-03
Stockton-on-Tees,York,5.2161017235275714e-6,2020-11-03
Stockton-on-Tees,Gateshead,4.773738864362069e-6,2020-11-03
Stoke-on-Trent,Staffordshire,6.71762412013561e-5,2020-11-03
Stoke-on-Trent,Cheshire East,2.268464479445925e-5,2020-11-03
Stoke-on-Trent,Derby,4.8214282478979995e-6,2020-11-03
Stoke-on-Trent,Cheshire West and Chester,4.6550642970462684e-6,2020-11-03
Stoke-on-Trent,Wolverhampton,3.0508614856245854e-6,2020-11-03
Stoke-on-Trent,Shropshire,2.7931821662953126e-6,2020-11-03
Stoke-on-Trent,Telford and Wrekin,2.4910526561006207e-6,2020-11-03
Stoke-on-Trent,Blackpool,2.342932697957702e-6,2020-11-03
Stoke-on-Trent,Walsall,2.1972290345374835e-6,2020-11-03
Stoke-on-Trent,Sandwell,1.98619394797245e-6,2020-11-03
Suffolk,Norfolk,1.8030390035023446e-5,2020-11-03
Suffolk,Cambridgeshire,1.50098233093001e-5,2020-11-03
Suffolk,Essex,9.059799624588504e-6,2020-11-03
Suffolk,Thurrock,1.8178628547659225e-6,2020-11-03
Suffolk,Southend-on-Sea,1.8145073325536911e-6,2020-11-03
Suffolk,Peterborough,1.5371258707933915e-6,2020-11-03
Suffolk,Bedfordshire,1.4187020645167334e-6,2020-11-03
Suffolk,Hertfordshire,1.1776108110196659e-6,2020-11-03
Suffolk,Central Bedfordshire,9.489980890084423e-7,2020-11-03
Suffolk,Brighton and Hove,9.244252041633759e-7,2020-11-03
Sunderland,South Tyneside,7.1614820934875e-5,2020-11-03
Sunderland,Gateshead,5.2853892374169605e-5,2020-11-03
Sunderland,Durham,3.9680704580422245e-5,2020-11-03
Sunderland,Newcastle upon Tyne,3.1308454231309635e-5,2020-11-03
Sunderland,North Tyneside,2.108483564059767e-5,2020-11-03
Sunderland,Hartlepool,1.1897874447987366e-5,2020-11-03
Sunderland,Northumberland,1.139080108417693e-5,2020-11-03
Sunderland,Stockton-on-Tees,7.449934994489846e-6,2020-11-03
Sunderland,Darlington,5.656198533322195e-6,2020-11-03
Sunderland,Middlesbrough,4.608708291041307e-6,2020-11-03
Surrey,Bracknell Forest,2.0138868876809547e-5,2020-11-03
